candidate,round1,round2,round3,round4,round5,round6,round7,round8,impute,trial,rank
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,44,9
"NA",0,0,0,70,400,2301,10039,18489,multinomial,44,10
LONDON BREED,92197,92200,92347,92558,94169,97481,104346,117122,multinomial,45,1
MARK LENO,61515,61515,61654,62028,63346,64833,70023,115710,multinomial,45,2
JANE KIM,60837,60837,60942,61580,62161,63796,66983,NA,multinomial,45,3
ANGELA ALIOTO,17600,17600,17815,18019,20324,22985,NA,NA,multinomial,45,4
ELLEN LEE ZHOU,9597,9597,9728,9876,10992,NA,NA,NA,multinomial,45,5
RICHIE GREENBERG,7062,7062,7156,7264,NA,NA,NA,NA,multinomial,45,6
AMY FARAH WEISS,1683,1683,1756,NA,NA,NA,NA,NA,multinomial,45,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,45,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,45,9
"NA",0,0,0,73,406,2303,10046,18566,multinomial,45,10
LONDON BREED,92197,92200,92343,92555,94135,97481,104418,117228,multinomial,46,1
MARK LENO,61515,61515,61654,62034,63371,64840,70044,115725,multinomial,46,2
JANE KIM,60837,60837,60944,61578,62163,63783,66924,NA,multinomial,46,3
ANGELA ALIOTO,17600,17600,17823,18022,20347,23022,NA,NA,multinomial,46,4
ELLEN LEE ZHOU,9597,9597,9729,9878,10976,NA,NA,NA,multinomial,46,5
RICHIE GREENBERG,7062,7062,7152,7261,NA,NA,NA,NA,multinomial,46,6
AMY FARAH WEISS,1683,1683,1753,NA,NA,NA,NA,NA,multinomial,46,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,46,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,46,9
"NA",0,0,0,70,406,2272,10012,18445,multinomial,46,10
LONDON BREED,92197,92200,92335,92548,94127,97445,104392,117227,multinomial,47,1
MARK LENO,61515,61515,61654,62029,63341,64807,69994,115647,multinomial,47,2
JANE KIM,60837,60837,60951,61591,62160,63765,66918,NA,multinomial,47,3
ANGELA ALIOTO,17600,17600,17816,18014,20367,23067,NA,NA,multinomial,47,4
ELLEN LEE ZHOU,9597,9597,9729,9872,10988,NA,NA,NA,multinomial,47,5
RICHIE GREENBERG,7062,7062,7158,7272,NA,NA,NA,NA,multinomial,47,6
AMY FARAH WEISS,1683,1683,1755,NA,NA,NA,NA,NA,multinomial,47,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,47,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,47,9
"NA",0,0,0,72,415,2314,10094,18524,multinomial,47,10
LONDON BREED,92197,92200,92347,92557,94145,97466,104405,117192,multinomial,48,1
MARK LENO,61515,61515,61655,62029,63368,64832,70041,115715,multinomial,48,2
JANE KIM,60837,60837,60947,61585,62138,63770,66918,NA,multinomial,48,3
ANGELA ALIOTO,17600,17600,17817,18023,20365,23045,NA,NA,multinomial,48,4
ELLEN LEE ZHOU,9597,9597,9732,9866,10972,NA,NA,NA,multinomial,48,5
RICHIE GREENBERG,7062,7062,7151,7272,NA,NA,NA,NA,multinomial,48,6
AMY FARAH WEISS,1683,1683,1749,NA,NA,NA,NA,NA,multinomial,48,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,48,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,48,9
"NA",0,0,0,66,410,2285,10034,18491,multinomial,48,10
LONDON BREED,92197,92200,92341,92551,94130,97419,104287,117119,multinomial,49,1
MARK LENO,61515,61515,61651,62029,63354,64821,70017,115670,multinomial,49,2
JANE KIM,60837,60837,60945,61587,62175,63818,67047,NA,multinomial,49,3
ANGELA ALIOTO,17600,17600,17818,18014,20347,23032,NA,NA,multinomial,49,4
ELLEN LEE ZHOU,9597,9597,9727,9874,10971,NA,NA,NA,multinomial,49,5
RICHIE GREENBERG,7062,7062,7158,7268,NA,NA,NA,NA,multinomial,49,6
AMY FARAH WEISS,1683,1683,1758,NA,NA,NA,NA,NA,multinomial,49,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,49,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,49,9
"NA",0,0,0,75,421,2308,10047,18609,multinomial,49,10
LONDON BREED,92197,92200,92348,92562,94152,97507,104396,117221,multinomial,50,1
MARK LENO,61515,61515,61656,62026,63345,64808,70028,115681,multinomial,50,2
JANE KIM,60837,60837,60947,61581,62156,63745,66918,NA,multinomial,50,3
ANGELA ALIOTO,17600,17600,17816,18020,20374,23062,NA,NA,multinomial,50,4
ELLEN LEE ZHOU,9597,9597,9728,9879,10962,NA,NA,NA,multinomial,50,5
RICHIE GREENBERG,7062,7062,7150,7260,NA,NA,NA,NA,multinomial,50,6
AMY FARAH WEISS,1683,1683,1753,NA,NA,NA,NA,NA,multinomial,50,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,50,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,50,9
"NA",0,0,0,70,409,2276,10056,18496,multinomial,50,10
LONDON BREED,92197,92200,92342,92560,94174,97493,104415,117221,multinomial,51,1
MARK LENO,61515,61515,61657,62033,63343,64774,69995,115629,multinomial,51,2
JANE KIM,60837,60837,60946,61582,62157,63806,66952,NA,multinomial,51,3
ANGELA ALIOTO,17600,17600,17819,18024,20358,23042,NA,NA,multinomial,51,4
ELLEN LEE ZHOU,9597,9597,9732,9874,10968,NA,NA,NA,multinomial,51,5
RICHIE GREENBERG,7062,7062,7150,7256,NA,NA,NA,NA,multinomial,51,6
AMY FARAH WEISS,1683,1683,1752,NA,NA,NA,NA,NA,multinomial,51,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,51,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,51,9
"NA",0,0,0,69,398,2283,10036,18548,multinomial,51,10
LONDON BREED,92197,92200,92341,92557,94176,97508,104448,117245,multinomial,52,1
MARK LENO,61515,61515,61651,62025,63354,64796,69994,115651,multinomial,52,2
JANE KIM,60837,60837,60950,61586,62134,63758,66918,NA,multinomial,52,3
ANGELA ALIOTO,17600,17600,17815,18012,20352,23028,NA,NA,multinomial,52,4
ELLEN LEE ZHOU,9597,9597,9729,9875,10972,NA,NA,NA,multinomial,52,5
RICHIE GREENBERG,7062,7062,7155,7269,NA,NA,NA,NA,multinomial,52,6
AMY FARAH WEISS,1683,1683,1757,NA,NA,NA,NA,NA,multinomial,52,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,52,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,52,9
"NA",0,0,0,74,410,2308,10038,18502,multinomial,52,10
LONDON BREED,92197,92200,92337,92549,94155,97457,104367,117208,multinomial,53,1
MARK LENO,61515,61515,61658,62035,63378,64865,70082,115709,multinomial,53,2
JANE KIM,60837,60837,60950,61579,62138,63760,66889,NA,multinomial,53,3
ANGELA ALIOTO,17600,17600,17820,18028,20342,23016,NA,NA,multinomial,53,4
ELLEN LEE ZHOU,9597,9597,9723,9870,10974,NA,NA,NA,multinomial,53,5
RICHIE GREENBERG,7062,7062,7156,7266,NA,NA,NA,NA,multinomial,53,6
AMY FARAH WEISS,1683,1683,1754,NA,NA,NA,NA,NA,multinomial,53,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,53,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,53,9
"NA",0,0,0,71,411,2300,10060,18481,multinomial,53,10
LONDON BREED,92197,92200,92339,92550,94137,97424,104347,117152,multinomial,54,1
MARK LENO,61515,61515,61656,62036,63371,64823,70044,115729,multinomial,54,2
JANE KIM,60837,60837,60943,61568,62126,63757,66863,NA,multinomial,54,3
ANGELA ALIOTO,17600,17600,17819,18031,20366,23087,NA,NA,multinomial,54,4
ELLEN LEE ZHOU,9597,9597,9727,9867,10977,NA,NA,NA,multinomial,54,5
RICHIE GREENBERG,7062,7062,7152,7267,NA,NA,NA,NA,multinomial,54,6
AMY FARAH WEISS,1683,1683,1762,NA,NA,NA,NA,NA,multinomial,54,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,54,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,54,9
"NA",0,0,0,79,421,2307,10144,18517,multinomial,54,10
LONDON BREED,92197,92200,92335,92547,94188,97550,104480,117281,multinomial,55,1
MARK LENO,61515,61515,61656,62032,63316,64778,70001,115658,multinomial,55,2
JANE KIM,60837,60837,60950,61579,62141,63741,66888,NA,multinomial,55,3
ANGELA ALIOTO,17600,17600,17814,18018,20352,23022,NA,NA,multinomial,55,4
ELLEN LEE ZHOU,9597,9597,9735,9884,10992,NA,NA,NA,multinomial,55,5
RICHIE GREENBERG,7062,7062,7152,7265,NA,NA,NA,NA,multinomial,55,6
AMY FARAH WEISS,1683,1683,1756,NA,NA,NA,NA,NA,multinomial,55,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,55,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,55,9
"NA",0,0,0,73,409,2307,10029,18459,multinomial,55,10
LONDON BREED,92197,92200,92347,92559,94131,97413,104363,117121,multinomial,56,1
MARK LENO,61515,61515,61661,62033,63376,64868,70068,115782,multinomial,56,2
JANE KIM,60837,60837,60941,61579,62155,63810,66940,NA,multinomial,56,3
ANGELA ALIOTO,17600,17600,17814,18021,20350,23025,NA,NA,multinomial,56,4
ELLEN LEE ZHOU,9597,9597,9727,9871,10981,NA,NA,NA,multinomial,56,5
RICHIE GREENBERG,7062,7062,7148,7258,NA,NA,NA,NA,multinomial,56,6
AMY FARAH WEISS,1683,1683,1760,NA,NA,NA,NA,NA,multinomial,56,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,56,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,56,9
"NA",0,0,0,77,405,2282,10027,18495,multinomial,56,10
LONDON BREED,92197,92200,92339,92555,94171,97490,104442,117238,multinomial,57,1
MARK LENO,61515,61515,61647,62015,63338,64786,69964,115628,multinomial,57,2
JANE KIM,60837,60837,60946,61586,62146,63779,66926,NA,multinomial,57,3
ANGELA ALIOTO,17600,17600,17829,18035,20374,23060,NA,NA,multinomial,57,4
ELLEN LEE ZHOU,9597,9597,9720,9864,10964,NA,NA,NA,multinomial,57,5
RICHIE GREENBERG,7062,7062,7159,7268,NA,NA,NA,NA,multinomial,57,6
AMY FARAH WEISS,1683,1683,1758,NA,NA,NA,NA,NA,multinomial,57,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,57,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,57,9
"NA",0,0,0,75,405,2283,10066,18532,multinomial,57,10
LONDON BREED,92197,92200,92337,92552,94131,97443,104378,117183,multinomial,58,1
MARK LENO,61515,61515,61653,62029,63370,64832,70022,115643,multinomial,58,2
JANE KIM,60837,60837,60947,61576,62142,63803,66950,NA,multinomial,58,3
ANGELA ALIOTO,17600,17600,17816,18023,20343,23000,NA,NA,multinomial,58,4
ELLEN LEE ZHOU,9597,9597,9738,9882,10998,NA,NA,NA,multinomial,58,5
RICHIE GREENBERG,7062,7062,7153,7265,NA,NA,NA,NA,multinomial,58,6
AMY FARAH WEISS,1683,1683,1754,NA,NA,NA,NA,NA,multinomial,58,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,58,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,58,9
"NA",0,0,0,71,414,2320,10048,18572,multinomial,58,10
LONDON BREED,92197,92200,92344,92567,94130,97477,104420,117219,multinomial,59,1
MARK LENO,61515,61515,61647,62012,63315,64789,69955,115632,multinomial,59,2
JANE KIM,60837,60837,60946,61584,62157,63776,66918,NA,multinomial,59,3
ANGELA ALIOTO,17600,17600,17821,18020,20396,23054,NA,NA,multinomial,59,4
ELLEN LEE ZHOU,9597,9597,9730,9875,10980,NA,NA,NA,multinomial,59,5
RICHIE GREENBERG,7062,7062,7157,7270,NA,NA,NA,NA,multinomial,59,6
AMY FARAH WEISS,1683,1683,1753,NA,NA,NA,NA,NA,multinomial,59,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,59,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,59,9
"NA",0,0,0,70,420,2302,10105,18547,multinomial,59,10
LONDON BREED,92197,92200,92340,92551,94151,97479,104366,117174,multinomial,60,1
MARK LENO,61515,61515,61659,62028,63357,64833,70033,115680,multinomial,60,2
JANE KIM,60837,60837,60946,61588,62161,63797,66955,NA,multinomial,60,3
ANGELA ALIOTO,17600,17600,17818,18018,20364,23028,NA,NA,multinomial,60,4
ELLEN LEE ZHOU,9597,9597,9729,9879,10963,NA,NA,NA,multinomial,60,5
RICHIE GREENBERG,7062,7062,7149,7260,NA,NA,NA,NA,multinomial,60,6
AMY FARAH WEISS,1683,1683,1757,NA,NA,NA,NA,NA,multinomial,60,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,60,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,60,9
"NA",0,0,0,74,402,2261,10044,18544,multinomial,60,10
LONDON BREED,92197,92200,92340,92552,94144,97456,104359,117142,multinomial,61,1
MARK LENO,61515,61515,61647,62021,63315,64760,69971,115671,multinomial,61,2
JANE KIM,60837,60837,60944,61584,62155,63787,66948,NA,multinomial,61,3
ANGELA ALIOTO,17600,17600,17832,18032,20396,23067,NA,NA,multinomial,61,4
ELLEN LEE ZHOU,9597,9597,9731,9878,10984,NA,NA,NA,multinomial,61,5
RICHIE GREENBERG,7062,7062,7151,7261,NA,NA,NA,NA,multinomial,61,6
AMY FARAH WEISS,1683,1683,1753,NA,NA,NA,NA,NA,multinomial,61,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,61,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,61,9
"NA",0,0,0,70,404,2328,10120,18585,multinomial,61,10
LONDON BREED,92197,92200,92338,92545,94138,97487,104387,117213,multinomial,62,1
MARK LENO,61515,61515,61659,62050,63379,64834,70076,115729,multinomial,62,2
JANE KIM,60837,60837,60945,61581,62156,63762,66906,NA,multinomial,62,3
ANGELA ALIOTO,17600,17600,17819,18020,20362,23036,NA,NA,multinomial,62,4
ELLEN LEE ZHOU,9597,9597,9728,9870,10956,NA,NA,NA,multinomial,62,5
RICHIE GREENBERG,7062,7062,7158,7264,NA,NA,NA,NA,multinomial,62,6
AMY FARAH WEISS,1683,1683,1751,NA,NA,NA,NA,NA,multinomial,62,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,62,8
WRITE-IN ANTOINE R. ROGERS,3,NA,NA,NA,NA,NA,NA,NA,multinomial,62,9
"NA",0,0,0,68,407,2279,10029,18456,multinomial,62,10
LONDON BREED,92197,92200,92338,92548,94151,97501,104398,117224,multinomial,63,1
MARK LENO,61515,61515,61655,62030,63393,64856,70121,115783,multinomial,63,2
JANE KIM,60837,60837,60948,61585,62166,63774,66941,NA,multinomial,63,3
ANGELA ALIOTO,17600,17600,17824,18026,20350,23000,NA,NA,multinomial,63,4
ELLEN LEE ZHOU,9597,9597,9730,9875,10932,NA,NA,NA,multinomial,63,5
RICHIE GREENBERG,7062,7062,7153,7267,NA,NA,NA,NA,multinomial,63,6
AMY FARAH WEISS,1683,1683,1750,NA,NA,NA,NA,NA,multinomial,63,7
MICHELLE BRAVO,904,904,NA,NA,NA,NA,NA,NA,multinomial,63,8
